ArticleId,Text,Category
679,oscar host rock to keep it clean oscar host chris rock said he will steer clear of bad language when he fronts the awards on 27 february.  the comedian  who recently got into trouble for poking fun at the ceremony  is renowned for his heavy use of expletives during his stand-up routine. the live ceremony will be broadcast with a transmission delay on us network abc to ensure swear words are removed.  i ve been on tv and been funny not cursing   he said during an interview for cbs network s 60 minutes show.  as far as content is concerned  i will talk about the movies. i m not really worried about it. i m sure abc might be more worried about it than me   he added.  the 40-year-old comedian caused a furore when he said in an interview with us magazine entertainment weekly recently that he hardly ever watched the oscars and labelled awards ceremonies  idiotic . the show s producers defended rock and confirmed that he would still be presenting the oscar ceremony  saying his comments were  humorous digs . meanwhile  the academy has announced that oscar-nominated actress natalie portman will present an award at the ceremony. portman  who has been nominated for a best supporting actress gong for her role in mike nichols  closer  joins a growing list of stars set to bestow an award at the ceremony including dustin hoffman  drew barrymore  renee zellweger and british-born actress kate winslet.,entertainment
156,the comic book genius of stan lee stan lee  the man responsible for a string of comic superheroes that have become household names  has won a court battle for a slice of the profits from the hit spider-man movies.  many marvel at the man who gave his characters extraordinary powers and everyday headaches - a formula which revolutionised comics. born in 1922 to poor working-class jewish immigrants from romania  stan lieberman  got a job in timely publications  a company owned by a relative. he was assigned to the comics division and - thanks to a fertile imagination - rose to editor by the age of 18. for more than 20 years  he was  the ultimate hack  - knocking out crime stories  horrors  westerns  anything to sate the appetite of his juvenile readership. words of more than two syllables were discouraged. characters were either all good or bad  with no shades of grey. so embarrassed was lieberman by much of what he was writing that he refused to put his real name on the byline. he assumed the  dumb name   stan lee  now legally adopted.  by the time he was 40  lee had decided he was too old for the comic game. his british-born wife  joan  suggested he had nothing to lose and  for his swansong  should write the kind of characters he really wanted to create. after a rival comic had come up with a superteam consisting of batman  superman and wonder woman  timely needed to respond.  lee s answer  in 1961  was the fantastic four - a team of astronauts who gained super powers after being bombarded with cosmic rays. they were to change lee s life  and the comics industry  forever. lee gave each character individual  everyday teenage problems such as dandruff  ingrown toenails and acne. they would frequently fall out with their parents and each other. the fan letters poured in. without immediately knowing it  stan lee had ushered in the golden age of comics  and his imagination was rekindled. his marvel universe spawned the new title of marvel comics. soon after  nerdy peter parker was transformed - after a bite from an irradiated spider - into someone who could crawl up the sides of new york s skyscrapers. spider-man was born. he was to become an icon of modern popular culture. spidey  as he is affectionately known  had quite extraordinary powers - yet he had problems at work  at home and with his girlfriends. at last  the teenager was no longer just the sidekick  but the main hero. and the hero was no longer just brawn  he had brains too.   just because he s a hero and has super powers doesn t mean he doesn t have problems   stan lee told the bbc. the incredible hulk  the mighty thor  iron man and the rest all grappled with problems like drug abuse  bigotry and social inequality. radically  lee gave the artists responsible for the comic designs credits for their work. jack kirby  frank miller  john romitaand and others achieved cult status in their own right. other superheroes broke new ground in other ways. daredevil was blind  black panther was black and silver surfer pondered the state of humanity. lee s influence remains. some years ago the marvel hero  northstar  came out of the closet. in its heyday  marvel was selling 50 million copies a year. until he retired from editing in 1971  stan lee wrote all the copy for marvel s covers.  in 1999  his stan lee media venture  aimed at marrying comic-strips with the internet  went spectacularly wrong. lee went bankrupt and his business partner landed in prison for fraud. in 2001 though  he started a new company entitled pow! (purveyors of wonder) entertainment  which is currently developing films and television programmes. his latest project is a superhero based on a real person - jay j armes  who has metal claws after losing both hands aged 12 and fights crime with a tiger. but his 40-year-old creations are still as enduring as ever - with x-men  the hulk and daredevil have all been turned into hollywood action movies in the last five years. but spider-man has been the biggest box office hit  with the 2002 original and its 2004 sequel taking almost $1.6bn (£857m) in ticket sales around the world - before dvd and merchandise sales are counted. it seems stan lee is as indestructible as his heroes.,entertainment
615,spears seeks aborted tour payment singer britney spears is suing eight insurance companies that have refused to reimburse her for cancelling her 2004 world tour.  the pop star cancelled her onyx hotel tour last june after suffering a knee injury during a video shoot. she is now seeking to be reimbursed for the tour s £5m ($9.3m) costs in a claim filed at new york state supreme court. seven london-based companies and an eighth paris firm have been given up to 30 days to respond to the complaint.  the 22-year-old star initially missed a number of shows on the 82-date tour after injuring her knee during a show in illinois last march. but she was rushed to hospital and needed surgery after a later incident while filming a video for her song outrageous  leading her to cancel the rest of the tour  including dates in china.  she obviously took a wrong step and blew out her knee   a jive spokeswoman said at the time.  it was an old dance injury.  the legal submission described spears as  one of the most recognised performers in her industry . the onyx hotel tour was cited as  a highly crafted production which included the well-known music and dancing of spears  supported by elaborate costumes  complex choreography as well as cutting-edge video production  lighting and other effects . in september spears married kevin federline  who had been a dancer on the aborted tour.,entertainment
1332,glastonbury fans to get id cards fans who buy tickets for this year s glastonbury festival will be issued with photo id cards in an attempt to beat touts  it has been confirmed.  the cards will include a photograph of the ticket-holder plus an electronic chip with their details to prevent tickets being sold on or forged. tickets for the june event are expected to go on sale in april.  there is only one place in the world where you will be able to get tickets   festival organiser michael eavis said.  that will be the official source. if you get them anywhere else  you won t get in.  fans not wanting to carry the entrance card could present their passport or driving licence instead  he added.  more than 153 000 people are expected to travel to mr eavis  somerset farm from 24-26 june  but the event s rising popularity has meant an extremely high demand for tickets in recent years. when the id card idea was floated  mr eavis  daughter emily said it would be  quite a big step in terms of ticketing for events  if implemented and they were  going as far as we can  to cut touting.  as long as it s approached in the right way  it might really work  it might really change the system   she said. in 2004  all 112 000 tickets for the public sold out in 24 hours. they were personalised with the names of purchasers  who were asked to bring identification  such as a driving licence  passport or household bill. but some forgot to take the right information while some touts simply offered to supply their own bills along with the ticket bearing their name. no details of this year s line-up have been confirmed but rumours have suggested u2 and coldplay may be among the headliners.,entertainment
1658,ray charles studio becomes museum a museum dedicated to the career of the late legendary singer ray charles is to open in his former recording studio in los angeles.  his longtime publicist jerry digney said the museum would house  archive materials from recordings  to awards  to ephemera  to wardrobe . a tour bus used by charles and his entourage over the years will also be on permanent display. it is hoped the museum will be ready for visitors in late 2007.  mr digney said the recording studio and offices had been used by charles for many years  and was where he recorded much of his last album  genius loves company. it is hoped the museum will also house an education centre. the building had been declared a historic landmark by the city of los angeles just before charles  death in june 2004 at the age of 73. following his death  charles won eight grammy awards  including album of the year for genius loves company  a collection of duets.,entertainment
2223,rem announce new glasgow concert us band rem have announced plans to perform for 10 000 scottish fans in a rescheduled gig.  the band will play in what has been dubbed europe s biggest tent on glasgow green on tuesday  14 june. they were forced to pull out of a concert at the secc in glasgow last month after bassist mike mills contracted flu. fans who bought tickets for the original 22 february show can attend the rescheduled concert. the june gig will act as a warm-up for rem s open air concert at balloch castle country park  on the banks of loch lomond  four days later.  promoters regular music booked glasgow green as the secc was not available on the most suitable date. mark mackie  director of regular music  said:  it is fantastic news and it really shows rem s commitment to their scottish fans that they are coming back to glasgow for what will be a truly unique gig.  the rem gigs will kick-start what promises to be a memorable summer for scottish music lovers.  grammy award winners u2 will play hampden on 21 june while oasis will also perform at the national stadium in glasgow on 29 june. coldplay have announced a concert at bellahouston park in glasgow on 1 july and t in the park will be held at balado  near kinross  from 9-10 july. ticketweb and the secc box office will write to customers who bought tickets for the february gig asking if they want to attend the new show. those who bought tickets in person are being urged to return to the point of purchase. anyone who cannot make the concert will be given a refund. the cut-off date for swapping tickets is 1 april  when those remaining will go on sale to the public.,entertainment
1886,label withdraws mcfadden s video the new video of former westlife singer brian mcfadden has been pulled after a dublin school complained about being associated with his song irish son.  st fintian s high school says it is clearly identified in the video  while mcfadden never went there. mcfadden makes claims that he was beaten at his own school in the song s lyrics  saying it had  cell blocks . the performer s record label sony bmg has withdrawn the video and issued replacements to television stations. the label believed the school name was fictitious until they received the complaint. they have said the reference to the school was unintentional and coincidental.  the head of christian brothers  school st fintian s  richard fogarty  said the video implied that the 24-year-old pop star had attended his school and was abused there.  the school has always treated its pupils with respect   mr fogarty said in a statement. mcfadden makes specific references to the christian brothers in his song  but did not attend st fintian s. corporal punishment was outlawed in irish schools in 1982 when mcfadden was two years old.  mcfadden  whose debut solo album is released next week  has said that every song is autobiographical and  a true story . alcoholism and domestic violence are among the other topics dealt with in his songs  half of which have been written with robbie williams  former collaborator  guy chambers. mcfadden  who quit chart-topping group westlife in march  went to number one in september with his first solo single real to me. he enjoyed 12 chart-toppers with the boy band before parting company with them.,entertainment
1978,row over  police  power for csos the police federation has said it strongly opposes giving community support officers (csos) the power to detain suspects for up to 30 minutes.  the powers - piloted in six areas - were extended to all police forces in england and wales on thursday. the federation said csos do not have the experience  training and safety equipment to deal with  potentially confrontational  situations. but the government said the move would help police  build safe communities . police federation chairman jan berry said civilian officers should act as  eyes and ears  for the police.   they should not be placed in potentially confrontational situations - which detaining someone clearly is   she said. csos can now use reasonable force to detain suspects for up to 30 minutes while they wait for police officers to arrive. the powers will be granted by chief constables of local forces. ms berry said this  dramatically changes  their original purpose - to be a visible presence combating low-level crime and anti-social behaviour. she said more powers would mean more paperwork and less time on the street.  but home office minister hazel blears defended the move saying it would give the civilian officers  just that little bit of edge . she denied their role was changing and said the new powers would not take them away from the streets.   the powers that we are bringing in are things that they need to do when they are out patrolling   she said. the home office has produced its own report on csos which it describes as  encouraging . ms blears said the study shows csos are  making a real difference  in the fight against crime. but the report also showed that the public is having difficulties distinguishing between a civilian officer and a proper officer.  shadow home secretary david davis said the research appeared to acknowledge that csos were having no discernible effect on crime figures.   while the answer is a lot more real police  the government wants to recruit 25 000 people who can t arrest anyone   he said. bbc home affairs correspondent danny shaw said the research is inconclusive. there are about 3 500 csos in england and wales but the government intends to have 25 000 on the streets by 2008 at a cost of £50m. they already have powers to hand out fines for a wide range of offences. the serious organised crime and police bill proposes extra powers to search suspects  enforce licensing offences  direct traffic and deter begging.,politics
1938,howard denies split over id cards michael howard has denied his shadow cabinet was split over its decision to back controversial labour plans to introduce id cards.  the tory leader said his front bench team had reached a  collective view  after holding a  good discussion   but admitted it was  not an easy issue . he had decided to support the plans as the police said they would help fight terror  crime and illegal immigration. the lib dems have pledged to oppose the bill when it is debated next monday.  tory sources say senior party figures had argued vociferously against the id card scheme. among those reported to have serious reservations over the strategy were senior shadow cabinet members david davis  oliver letwin and tim yeo. but mr howard denied mr yeo  his transport and environment spokesman  said the plans  stink . he also said he was confident shadow home secretary mr davis would  set out the position very clearly  when he stands up to debate the matter next week. mr howard said the police had said id cards could  help them foil a terror bomb plot in which people could lose their lives . he added:  when the police say that you have to take them seriously .  he acknowledged there were  good libertarian arguments  against the cards  but said the shadow cabinet had weighed up all the  conflicting interests  before reaching its decision.  i don t pretend that it is an easy decision but at the end of the day a decision has to be taken.  he also denied he was afraid of looking  soft  on the issue  compared to labour. the conservatives announced their support for the government plans on monday evening.  sources within the party told the bbc mr howard had always been in favour of id cards  and tried to introduce them when he was home secretary. but the tories insisted they would hold ministers to account over the precise purpose of the scheme.  they said they would also press labour over whether objectives could be met and whether the home office would be able to deliver them. and they pledged to assess the cost effectiveness of id cards and whether people s privacy would be properly protected.  it is important to remember that this bill will take a decade to come into full effect   a spokesman said. lib dem home affairs spokesman mark oaten has branded the id scheme a waste of money and  deeply flawed . he said:  this has all the signs of michael howard overruling colleagues  concerns over id cards.   the chairman of the bar council  guy mansfield qc warned there was a real risk that people on the  margins of society  would be driven into the hands of extremists.  what is going to happen to young asian men when there has been a bomb gone off somewhere  they are going to be stopped. if they haven t [id cards] they are going to be detained.  tory ex-minister douglas hogg said he opposed the plans for id cards branding them a  regressive  step which would intrude into the lives of ordinary citizens without any counterbalancing benefits. he predicted ultimately carrying the cards would become compulsory and that would lead to large numbers of britain s ethnic minorities being stopped by police.,politics
888,minister defends hunting ban law the law banning hunting with dogs in england and wales is enforceable and  very clear   alun michael has said.  the rural affairs minister said it would become obvious if people flouted the law  which came into force on friday  and pretended they were not. some 270 hunts met legally on saturday killing a total of 91 foxes - only four were accidentally killed by hounds. but anti-hunt campaigners said there had been widespread intimidation of activists monitoring hunts. countryside alliance chairman john jackson said that saturday had been a  massive demonstration by the rural community of support for hunting . people had turned out  to show en masse that the hunting act was a bad law   he said adding that foxes and other animals had been killed  legally  as far as he was aware.  although hunting with dogs is now a criminal offence  exercising hounds  chasing a scent trail and flushing out foxes to be shot are still legal. addressing claims that the new law was unenforceable  mr michael told bbc radio 4 s today programme:  there has been a lot of spin about this by those that support hunting.  the reality is that the law is very clear. you can t chase wild mammals with a pack of dogs  whether the wild mammal is a fox or a deer.  if people do so and pretend they re not it s going to become very clear. you can t hunt accidentally.  mr michael also denied the hunting ban had led to a breakdown of trust between the government and rural communities. he said most people living in the countryside were more concerned with issues like the economy  the health service and their children s future than hunting.  but the league against cruel sports claimed the new act had been broken even though the numbers of foxes killed had fallen. thousands of hunt supporters turned out at 270 hunts across england and wales on the first day of the ban  with anti-hunt groups sending out 100 monitors to check the law was not being broken. there were only four arrests - over alleged hunting of hares in wiltshire - although it was not clear whether they were made under the hunting act.  they have been released on bail but police say they may face prosecution under new poaching laws. but penny little  who monitored the bicester hunt in oxfordshire  said she had witnessed  gratuitous  spiteful killing of foxes . if people tried to  run circles around this law  the only outcome would be that it was tightened up  she said. mike hobday  from the league against cruel sports  said video evidence of the law being broken would be passed onto police. he said intimidation seemed to have been widespread and called on hunts to do more to stop their supporters intimidating anti-hunt activists videoing hunts. but mr jackson  who had been at the bicester hunt in oxfordshire  denied there was any intimidation.,politics
2063,will the budget bring out smiling voters  as tory spokesman oliver letwin said - any chancellor would use his pre-election budget to offer some vote winning sweeteners  wouldn t he.  and everyone does  indeed  expect gordon brown to do just that in his last budget before the expected polling day of 5 may. there will be plenty of talk about taking no risks with the economy or handing out irresponsible giveaways. but mr brown will stun westminster and break just about every historical precedent if he fails to do something designed to put a smile on voters  faces and make them more inclined to back labour in the election. and there has already been speculation about possible tax reductions for the poorest and increasing the threshold on stamp duty in this week s budget. the aim of his package will be to keep any disillusioned core labour voters in the fold  while ensuring the middle england voters who gave tony blair two election victories don t desert him at the third poll.  and  needless to say  there will be plenty of analysis of what impact the budget will have on mr brown s own ambitions to replace mr blair as prime minister at some point after a third win. but there is a shadow hanging over this pre-election performance - in the shape of £11 billion or thereabouts. that is the size of the financial  black hole  the tories  backed by some independent forecasters  believe mr brown will have to fill with tax increases after the election.  the opening shot in that battle was fired at the weekend with claims a treasury leak suggested mr brown was ready to slap capital gains tax on home sales to raise some of that cash. it was immediately denied  but the tories remain suspicious  claiming that  as mr letwin said  if the money does not come from there  where will it come from.  mr brown will undoubtedly claim the forecasts are simply wrong and that he will have absolutely no need to raise taxes after the election  should labour win. previous gloomy forecasts proved wrong  he will argue  while suggesting that only by sticking with him can britain continue to have a sound economy  low unemployment and high public spending. the opposition will reject that by claiming they can keep the economy sound  increase spending and cut taxes at the same time.  the liberal democrats will also promise to run a sound economy  but based on increased taxes to fund spending and  amongst other things  abolishing the council tax in favour of a local income tax. and there will be prolonged argument over which of the parties can make the greatest savings in whitehall and beyond to fund their policies. but probably what that all boils down to is a simple question of which of the parties the voters most trust to keep the economy stable and avoid any unpleasant surprises in the coming years. and it is probably still the answer to that one question that will overwhelmingly decide the outcome of the general election.,politics
870,voters  reject eu by two to one  british voters would reject the european constitution by two to one  according to a poll posing the question the government will put to the country.  the daily telegraph poll suggests that 45% of people would vote against the constitution and 24% in favour. however the yougov poll  which questioned 1 943 british adults online  found 25% did not know how they would vote if forced to decide tomorrow. only 51% of those polled had made up their minds about the constitution. another 7% said they would not vote at all. the poll is believed to be the first to pose the question which the government has chosen for the upcoming referendum  expected in 2006. the constitution will be incorporated into uk law if there is a yes vote.  ballot papers in the poll will ask:  should the united kingdom approve the treaty establishing a constitution for the european union   the government unveiled the question which will be asked earlier in the week.  the treaty was signed by all 25 current eu members in rome last october and is due to come into force in november 2006  providing it is ratified by all member states - several of which will hold a referendum. critics say the constitution is a further step towards a federal europe  but advocates say it ensures effective operation of the enlarged 25-state eu.  if we reject this treaty  britain will be isolated and weak in europe   said foreign secretary jack straw  after the question was unveiled. mr straw  along with the rest of the cabinet  will back a  yes  vote. meanwhile  conservative shadow foreign secretary michael ancram said the referendum question  seems straightforward . but he accused the government of trying to confuse the issue by putting the eu referendum question in the same bill as the ratification of the constitution  when they should be treated as  two separate issues .,politics
1013,galloway targets  new labour  mp george galloway is to stand against pro-iraq war labour mp oona king at the next general election.  mr galloway  who on thursday won £150 000 in libel damages from the daily telegraph said he would contest bethnal green  in london  for respect. the glasgow kelvin mp  who was expelled from labour over his anti iraq war stance  accused ms king of being a  new labour stooge . ms king said she was  delighted  at the chance to take on mr galloway.  mr galloway s current constituency is set to disappear under planned boundary changes in scotland.  the 50-year-old mp launched respect  the unity coalition  in january along with 1 000 anti-war activists  and the muslim association of britain. the party s declared aims are an end to the occupation of iraq  the repeal of anti-union laws and the end of privatisation. speaking from a cafe in brick lane  east london  mr galloway said he had accepted the party s invitation to stand with  great honour and pride .  he added:  here in this constituency of bethnal green and bow there is a new labour stooge mp.  a stooge who will sing any song  make any speech  do any dance  do anything she is told to by tony blair - irrespective of how her constituents are adversely affected or how strongly they feel to the contrary.  ms king has represented the constituency since 1997. she said:  i m delighted i ve been given the chance to finish him (mr galloway) off  and believe me i will.  i know many people around the country will be grateful  not least his constituents in scotland who he has shamelessly abandoned.  in june s european parliament elections  respect failed to gain enough votes for an mep but did come first in tower hamlets borough  most of which is covered by the commons constituency of bethnal green and bow.  a month later it gained a council seat in a by-election in st dunstan s and stepney green ward  tower hamlets. mr galloway said that in next year s expected general election and local elections a year later  the party would  turn the east end of london into a fortress . both the conservatives and the liberal democrats have chosen prospective parliamentary candidates for bethnal green and bow from the bangladeshi population  which makes up almost half the electorate. the telegraph was sued for libel by mr galloway after the newspaper claimed he received money from saddam hussein s regime in iraq. the newspaper said it was in the public interest to publish the claims  based on documents found in baghdad. mr justice eady said he was  obliged to compensate mr galloway... and to make an award for the purposes of restoring his reputation .,politics
1079,stalemate in pension strike talks talks aimed at averting national strikes over pension reforms have ended without agreement after 90 minutes.  five public sector unions met deputy prime minister john prescott at the labour spring conference in gateshead. they want the government to withdraw regulations - due to be introduced in weeks - which would raise the pension age for council workers from 60 to 65. up to 1.4 million workers could take part in strikes earmarked for 23 march. discussions will resume next week.  a spokesman for unison  britain s biggest union  said after saturday s meeting:  at least we are still talking.  all sides are anxious to avoid a major confrontation in the run up to the general election  said bbc labour affairs correspondent stephen cape. in four days  unison will start balloting 800 000 local government workers on strikes. other public sector unions have pledged to follow. the five unions which met mr prescott want the government to withdraw these regulations. this would allow months of tough negotiations to follow  said our correspondent. but a spokesman for mr prescott warned that the changes to the local government pension scheme would have to go ahead in april.  privately ministers believe this will be the  less painful  option  our correspondent added. the public and commercial services union (pcs) will co-ordinate any industrial action with up to six other public sector unions. pcs leader mark serwotka warned last week that there could be further walkouts unless there was a government rethink.  for a government that lectures everyone on choice - choice on public service  choice on this and choice on that - isn t it ironic that they re saying to public sector workers there is no choice   he said.  if you want the pension you were promised when you started you must work for an extra five years - that is working until people drop.  in the 20th century  it s completely unacceptable.   unison s 800 000 workers  the transport and general workers  union s 70 000 and amicus  20 000 are among those being balloted about a 23 march walkout. mr prescott held a private meeting with senior union figures last week. it is understood no deal was offered in that meeting but there was room for further negotiations.,politics
289,brown targets oaps and homebuyers gordon brown has doubled the level at which house buyers pay stamp duty to £120 000 as he put the economy at the heart of labour s election campaign.  the chancellor also unveiled a one-off £200 council tax refund for pensioners and a rise in child tax credit. mr brown put 1p a pint on beer  4p on a bottle of wine and 7p on 20 cigarettes but froze petrol duty until september. the tories called it a  vote now  pay later  budget. the lib dems branded it a  sticking plaster  for the election.  tory leader michael howard predicted the budget would do nothing to help labour s  faltering  election campaign.   this government and this chancellor have run out of solutions to the problems britain faces   mr howard told mps.  their only answer is to tax  to spend and to waste - to get people to vote now and pay later.  he ended his response with an election challenge to labour  saying  bring it on . liberal democrat leader charles kennedy attacked mr brown for failing to mention the environment and for his record on social justice.  how can it be right in britain today that the poorest 20% pay more in tax  as a proportion of their income  than the richest 20%   he asked.  mr kennedy criticised mr brown for failing to mention the  ticking bomb  of council tax revaluation  saying it was  high time  the system was replaced by a  local tax based on the ability to pay . during his 49 minute speech mr brown told mps he had defied the pundits by hitting his growth target of 3.1% for 2004.  he said his budget struck a balance  between tax cuts that are affordable  investments that are essential and stability that is paramount . he rejected across-the-board tax cuts in favour of targeted help for families. the child tax credit will rise in line with earnings  giving families an extra £5 a week. in contrast  the personal income tax allowance will rise only in line with inflation from £4 745 to £4 895 next month. mr brown told mps child benefit would rise to a maximum of £63 a week for the first child and £111 for two children. despite his giveaways  budget documents show mr brown clawed back £265m through a clampdown on tax avoidance and increased revenue from a windfall tax on oil companies. he also scrapped stamp duty relief for commercial property in disadvantaged areas - a measure brought in just over three years ago. bbc political editor andrew marr suggested the sweeteners were not big enough to have a transforming effect on voters. but trust in mr brown s economic stewardship would be a central election issue  he said.  mr brown also unveiled plans for a memorial to the queen mother  funded through a special coin to celebrate the queen s 80th birthday. other measures include equal tax status for same-sex couples and a deal with the council of mortgage lenders to boost low cost home ownership. the level where people start paying inheritance tax will also rise from £263 000 to £275 000 from april. mr brown said he had met his financial  golden rule  with a £6bn surplus and he said public borrowing would continue to fall over the next five years.  the economy had grown for 50 consecutive quarters  he said  and was forecast to continue doing so over the next year  with a forecast of 3% to 3.5% in 2005 and 2.5% to 3% in 2006. the first £2bn of value-for-money savings identified in the gershon review have been achieved  the chancellor said. some 12 500 civil servant posts have been axed  and 7 800 relocated out of the south east of england  he added. snp leader alex salmond said mr brown had failed the  tartan test  as there were no measures to boost the scottish economy. simon thomas  of plaid cymru  called it a budget for middle england. uk independence party leader roger knapman attacked the plans for pensioners saying they needed  more money and the dignity of being allowed to spend it how they want   not  free bus rides . the green party said the budget was a  wasted opportunity  for environmental protection  adding:  brown obviously has an eye on the coming election  and has taken his eye off the needs of the planet.,politics
1571,donor attacks blair-brown  feud  the reported feud between tony blair and gordon brown has prompted a labour donor to say he will almost certainly refuse to give more funds.  duncan bannatyne also attacked the government over iraq and its  poor  response to the asian tsunami crisis. his broadside came as ex-foreign secretary robin cook said he hoped mr brown would be premier at some point. mr bannatyne has previously given labour £50 000. he made his fortune from care homes and health clubs.  the 52-year-old on tuesday said was he was reviewing his donations because of cabinet disunity and international issues. his spokesman said it was highly unlikely he would give labour more money  although he would remain a supporter and not fund the conservatives.  robert peston s new book has prompted more speculation about the blair-brown rift with its claims that the prime minister broke a promise made in 2003 to stand down. mr bannatyne said:  disunity in the cabinet has a corrosive effect on the country.  gordon brown is a great chancellor who has delivered a stable economy  but business wants that to continue and not be blown off course by petty squabbles based on personal ambition.  the businessman  whose latest venture is a casino in newcastle  also voiced concern about the ongoing violence in iraq.  and he branded the uk government s response to the tsunami as  piecemeal and poor .  the people there need practical help not just pledges of money   he said.  the us has forces helping on the ground - we can do more.  british navy ships have helped the relief effort and the prime minister has said the government could ultimately give hundreds of millions of pounds in aid. mr bannatyne is due to host a new television programme and is also appearing on bbc2 business start-up programme dragon s den. but his spokesman insisted his attack on labour was not a publicity stunt.  in a separate development  robin cook gave his support to mr brown s prime ministerial ambitions but told a lunch for political journalists winning the election had to be labour s election. but he insisted the recent squabbles between mr blair and mr brown were not  perceived as a problem by the voters   adding there was no impression of governmental incompetence. mr cook argued that more prominence was given to these matters because there was  not an alternative source of opposition to the government . he warned the  abstentions party  was the real challenge to labour - and they would not be motivated by mr blair s promise to produce an  unremittingly new labour  election manifesto. his comments come after dave prentis  the leader of britain s biggest union unison  told the daily record newspaper he wants a date to be set for mr blair to be replaced as labour leader.,politics
105,howard pitches for uk ethnic vote michael howard is to make a pitch for britain s ethnic vote urging people who feel  taken for granted  by tony blair to vote conservative.  he will say conservatives  share the same values  as the uk s minorities. and that he wants to build a  better britain  where everyone  whatever the colour of their skin or religion  can  make the most of their talents . but the tory leader will argue against positive discrimination saying it is  outdated and unjust .   it sets family against family and it leads ethnic communities to doubt their own abilities   he will argue. mr howard - himself the son of immigrants - will acknowledge that racial discrimination still exists in the uk.  people from ethnic communities  for example  still earn less than their white counterparts   he will say before arguing the answer to helping everyone to get on was  free enterprise  free trade  free speech . the tory leader will also call for religious tolerance arguing that hindus and sikhs as well as muslims got  caught in the downdraft of islamaphobia which was one of the terrible side effects of 9/11 .  mr howard will make his speech during a visit to support tory parliamentary hopefuls robert light and sayeeda warsi -  the first british muslim woman  selected to run for mp as a conservative candidate. he will attack labour s record in government over issues such as tax and he will set out tory plans for an immigration quota to be set by mps. mr howard will also attack the lib dems for wanting to abolish faith schools  introduce compulsory sex education from the age of seven  and  give contraceptives out in schools from the age of 11 .  so i say to all those people from ethnic minorities who feel mr blair and the liberal democrats take their votes for granted - come join us   he will say. lib dem president simon hughes branded mr howard  arrogant and wrong  for claiming the tories were the  natural party  for britain s ethnic minorities.  given the tories  considerably reduced support in urban areas  where many black and asian britons live  during their time in power  the evidence simply does not support his claims that the conservatives are the party for these communities   he said.,politics
2035,errors  doomed first dome sale the initial attempt to sell the millennium dome failed due to a catalogue of errors  a report by the government s finance watchdog says.  the report said too many parties were involved in decision-making when the attraction first went on sale after the millennium exhibition ended. the national audit office said the dome cost taxpayers £28.7m to maintain and sell in the four years after it closed. finally  a deal to turn it into a sport and entertainment venue was struck. more than £550m could now be returned to the public sector in the wake of the deal to regenerate the site in greenwich  london.  the nao report said that this sale went through because it avoided many of the problems of the previous attempt to sell the dome. deputy prime minister john prescott said a good deal had been secured.  delivery of the many benefits secured through this deal will continue the substantial progress already made at the millennium village and elsewhere on the peninsula   he said. but edward leigh  who is chairman of the commons public accounts committee  warned the government would have to work hard to ensure taxpayers would get full benefit from the dome deal. he said:  this report also shows that the first attempt to sell the dome proved a complete fiasco. every arm of government seems to have had a finger in the pie. the process was confused and muddled.  he added:  four years after the millennium exhibition closed  the government finally has a deal to find a use for what has been a white elephant since it closed in a deal that  incredible as it may seem  should bring in some money and provide a benefit for the local area and the country as whole. however  it was more a question of luck that a strong bid turned up after thefirst abortive attempt.  nao head sir john bourn said:  in difficult circumstances following the failure of the first competition  english partnerships and the office of the deputy prime minister have worked hard to get a deal.,politics
2006,police urge pub closure power new powers are needed to close disorderly pubs  bars and clubs for up to a week or even permanently  police chiefs have told mps.  association of chief police officers president chris fox said the current 24-hour closure power did not have enough impact on bad landlords. mr fox s comments follow the controversy over plans to allow pubs to open around the clock. he rejected critics  calls for the law change to be delayed. instead  the new licensing act could help reduce drunken disorder - but only if it was properly planned  he argued.  acpo made its call for stronger closure powers in a paper for the commons home affairs select committee. after the meeting  mr fox said being able to close premises for only 24 hours did not necessarily make an impact.  if it s 12.30 on a saturday morning and you close for 24 hours there s not a lot of pain for the premises because they probably wouldn t open on sunday anyway.   this is about getting through to the management that they can t run a disorderly house without facing some immediate sanctions.  under acpo s proposal  the closure orders would be used only with the agreement of the local licensing authority. the new licensing laws will give police greater powers to close pubs and clubs - but only for 24-hour periods.  mr fox said the drinks industry was currently not regulating itself.  it s making money at the cost of human misery and the public purse  and the strategic planning process has been less than useless   he said. mr fox said the new laws  due to start being phased in next month  could help if food outlets  public transport and public toilets could cope with late-night drinkers.  staggering it (closing hours) will be a solution if the infrastructure is there  if the premises are properly managed and people aren t being served rolling drunk and underage and then tossed out into the street   he said.  we have the problem from 11pm to 2am in any event. we have to get a grip on the underlying causes of this.   acpo wants pubs and clubs which cause extra work for police and hospitals to have to pay towards the costs. home secretary charles clarke is currently looking at the idea of a levy on the drinks industry to pay for the cost of extra policing. the licensing changes have sparked concern among some mps  councils and some senior police officers who fear they could exacerbate drinking problems. culture secretary tessa jowell on tuesday said it was not her job to bow to the campaign against the changes. it was the status quo  not the new laws  which were causing current binge drinking problems  she told bbc two s newsnight. leaked documents have suggested ex-home secretary david blunkett branded new opening hours as a  leap in the dark . but ms jowell insisted his concerns had been met. the police s job against alcohol-related crime would be made easier if all pubs did not close at the same time  she added.,politics
